Fund Holdings as of,"Sep 17, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"9434","SOFTBANK","Communication","Equity","466,579.47","0.19","466,579.47","206,500.00","2.26","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"055550","SHINHAN FINANCIAL GROUP","Financials","Equity","463,363.99","0.19","463,363.99","4,040.00","114.69","Korea (South)","Korea Exchange (Stock Market)","CAD","987.85","KRW"
"009150","SAMSUNG ELECTRO MECHANICS LTD","Information Technology","Equity","461,803.02","0.19","461,803.02","343.00","1,346.36","Korea (South)","Korea Exchange (Stock Market)","CAD","987.85","KRW"
"ABX","BARRICK MINING","Materials","Equity","459,372.76","0.18","459,372.76","7,511.00","61.16","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","458,129.02","0.18","458,129.02","285,174.00","160.65","European Union","-","CAD","0.62","EUR"
"PKN","ORLEN","Energy","Equity","457,991.93","0.18","457,991.93","8,071.00","56.75","Poland","Warsaw Stock Exchange/Equities/Main Market","CAD","2.71","PLN"
"9101","NIPPON YUSEN","Industrials","Equity","455,235.45","0.18","455,235.45","6,700.00","67.95","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"6971","KYOCERA","Information Technology","Equity","453,848.88","0.18","453,848.88","14,200.00","31.96","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"6178","JAPAN POST HOLDINGS LTD","Financials","Equity","453,833.17","0.18","453,833.17","19,900.00","22.81","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"ML","MICHELIN","Consumer Discretionary","Equity","453,198.59","0.18","453,198.59","8,411.00","53.88","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"3382","SEVEN & I HOLDINGS","Consumer Staples","Equity","446,494.84","0.18","446,494.84","24,200.00","18.45","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"5020","ENEOS HOLDINGS","Energy","Equity","445,633.63","0.18","445,633.63","34,000.00","13.11","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"5108","BRIDGESTONE","Consumer Discretionary","Equity","442,346.80","0.18","442,346.80","13,000.00","34.03","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"105560","KB FINANCIAL GROUP","Financials","Equity","441,176.72","0.18","441,176.72","2,432.00","181.40","Korea (South)","Korea Exchange (Stock Market)","CAD","987.85","KRW"
"8725","MS&AD INSURANCE GROUP HOLDINGS","Financials","Equity","434,578.77","0.17","434,578.77","9,200.00","47.24","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"000270","KIA CORPORATION","Consumer Discretionary","Equity","432,640.06","0.17","432,640.06","3,535.00","122.39","Korea (South)","Korea Exchange (Stock Market)","CAD","987.85","KRW"
"ERIC B","ERICSSON B","Information Technology","Equity","428,611.02","0.17","428,611.02","29,710.00","14.43","Sweden","Nasdaq Omx Nordic","CAD","7.02","SEK"
"IFX","INFINEON TECHNOLOGIES AG","Information Technology","Equity","424,817.48","0.17","424,817.48","4,861.00","87.39","Germany","Xetra","CAD","0.62","EUR"
"ABN","ABN AMRO BANK NV","Financials","Equity","420,791.48","0.17","420,791.48","6,009.00","70.03","Netherlands","Euronext Amsterdam","CAD","0.62","EUR"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Consumer Discretionary","Equity","418,271.99","0.17","418,271.99","1,436.00","291.28","Switzerland","SIX Swiss Exchange","CAD","0.59","CHF"
"5802","SUMITOMO ELECTRIC INDUSTRIES","Consumer Discretionary","Equity","416,568.61","0.17","416,568.61","22,600.00","18.43","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
